gene_name,gene_id_x,transcript_id,gene_id_y,exon_coverage,CDS_coverage,MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq),Ensembl Gene ID (Ensembl),MIM Number,Preferred Title; symbol,Alternative Title(s); symbol(s),Included Title(s); symbols,Phenotype,Gene Symbols_x,# Chromosome,Gene Symbols_y,Gene Name,Entrez Gene ID,Ensembl Gene ID,Phenotypes,start,end
GRAP,ENSG00000154016,ENST00000284154,ENSG00000154016,10.64366674,11.01563722,gene,ENSG00000154016,604330.0,GRB2-RELATED ADAPTOR PROTEIN; GRAP,GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2-RELATED ADAPTOR PROTEIN,,"Deafness, autosomal recessive 114, 618456 (3)","GRAP, DFNB114",chr17,"GRAP, DFNB114",GRB2-related adaptor protein,10750.0,ENSG00000154016,"Deafness, autosomal recessive 114, 618456 (3), Autosomal recessive",18923986.0,18950950.0
RP11-322L20.1,ENSG00000258804,ENST00000557527,ENSG00000258804,7.753783025,11.02446426,,,,,,,,,,,,,,,87372122.0,87389099.0
PLA2G10,ENSG00000069764,ENST00000438167,ENSG00000069764,16.79708797,11.0359848,gene,ENSG00000069764,603603.0,"PHOSPHOLIPASE A2, GROUP X; PLA2G10","SECRETORY PHOSPHOLIPASE A2, GROUP X; SPLA2;; PHOSPHOLIPASE A2, SECRETORY, CALCIUM-DEPENDENT, GROUP X; GXSPLA2",,,,chr16,"PLA2G10, SPLA2, GXSPLA2","Phospholipase A2, group X",8399.0,ENSG00000069764,,14766405.0,14788526.0
B3GALT6,ENSG00000176022,ENST00000379198,ENSG00000176022,4.070149207,11.22938607,gene,ENSG00000176022,615291.0,"BETA-1,3-GALACTOSYLTRANSFERASE 6; B3GALT6","UDP-GAL:BETA-GAL BETA-1,3-GALACTOSYLTRANSFERASE, POLYPEPTIDE 6;; GALACTOSYLTRANSFERASE II; GALTII;; BETA-3-GALT6",,"Al-Gazali syndrome, 609465 (3)","B3GALT6, SEMDJL1, EDSSPD2, ALGAZ",chr1,"B3GALT6, SEMDJL1, EDSSPD2, ALGAZ","UDP-Gal:beta-Gal beta-1,3-galactosyltransferase polypeptide 6",126792.0,ENSG00000176022,"Ehlers-Danlos syndrome, spondylodysplastic type, 2, 615349 (3), Autosomal recessive; Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures, 271640 (3), Autosomal recessive; Al-Gazali syndrome, 609465 (3), Autosomal recessive",1167629.0,1170421.0
FAM90A26,ENSG00000229924,ENST00000512047,ENSG00000229924,7.702284407,11.23024285,,,,,,,,,,,,,,,9172135.0,9178453.0
FOXO6,ENSG00000204060,ENST00000372591,ENSG00000204060,4.637224265,11.26121607,gene,ENSG00000204060,611457.0,FORKHEAD BOX O6; FOXO6,,,,,chr1,FOXO6,Forkhead box O6,100132074.0,ENSG00000204060,,41827594.0,41849262.0
GOLGA8R,ENSG00000186399,ENST00000327271,ENSG00000186399,10.96504932,11.30281497,,,,,,,,,,,,,,,30695943.0,30706365.0
AL161915.1,ENSG00000212670,ENST00000391366,ENSG00000212670,2.804221032,11.31052513,,,,,,,,,,,,,,,54569968.0,54571750.0
AREGB,ENSG00000205595,ENST00000380846,ENSG00000205595,8.725847051,11.32699279,,,,,,,,,,,,,,,75480629.0,75490486.0
LRRC26,ENSG00000184709,ENST00000371542,ENSG00000184709,8.956931127,11.37796756,gene,ENSG00000184709,613505.0,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 26; LRRC26,CYTOKERATIN-ASSOCIATED PROTEIN IN CANCER; CAPC,,,,chr9,"LRRC26, CAPC",Leucine-rich repeat-containing protein 26,389816.0,ENSG00000184709,,140063210.0,140064503.0
RNF223,ENSG00000237330,ENST00000453464,ENSG00000237330,2.781808696,11.41749652,,,,,,,,,,,,,,,1006346.0,1009687.0
USP17L10,ENSG00000231396,ENST00000417945,ENSG00000231396,11.53818544,11.53810959,,,,,,,,,,,,,,,9212383.0,9213975.0
RP11-1102P16.1,ENSG00000253379,ENST00000523987,ENSG00000253379,3.353195673,11.57060976,,,,,,,,,,,,,,,72315675.0,72459892.0
NPIPB6,ENSG00000198156,ENST00000532254,ENSG00000198156,8.157460213,11.57563168,,,,,,,,,,,,,,,28353876.0,28374829.0
C17orf96,ENSG00000179294,ENST00000325814,ENSG00000179294,4.3759978,11.66448083,,,,,,,,,,,,,,,36827961.0,36831187.0
PPIP5K1,ENSG00000168781,ENST00000420765,ENSG00000168781,8.888389742,11.68738949,gene,ENSG00000168781,610979.0,DIPHOSPHOINOSITOL PENTAKISPHOSPHATE KINASE 1; PPIP5K1,HISTIDINE ACID PHOSPHATASE DOMAIN-CONTAINING PROTEIN 2A; HISPPD2A;; INOSITOL PYROPHOSPHATE SYNTHASE 1; IPS1;; IP6 KINASE: IP6K;; VIP1;; KIAA0377,,,,chr15,"PPIP5K1, HISPPD2A, IPS1, KIAA0377",Diphosphoinositol pentakisphosphate kinase 1,9677.0,ENSG00000168781,,43825660.0,43882430.0
OPN1MW2,ENSG00000166160,ENST00000369929,ENSG00000166160,13.97966606,11.69243801,,,,,,,,,,,,,,,153485225.0,153498755.0
C19orf82,ENSG00000267106,ENST00000587536,ENSG00000267106,8.73454915,11.70787973,,,,,,,,,,,,,,,9732193.0,9745538.0
ANKRD9,ENSG00000156381,ENST00000286918,ENSG00000156381,3.831682721,11.70926196,gene,ENSG00000156381,618605.0,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 9; ANKRD9,,,,,chr14,ANKRD9,Ankyrin repeat domain-containing protein 9,122416.0,ENSG00000156381,,102973179.0,102976128.0
AC022400.2,ENSG00000267964,ENST00000595757,ENSG00000267964,11.64226757,11.71242789,,,,,,,,,,,,,,,75531935.0,75532378.0
LGALS7,ENSG00000205076,ENST00000378626,ENSG00000205076,9.685685798,11.73696038,gene,ENSG00000205076,600615.0,"LECTIN, GALACTOSIDE-BINDING, SOLUBLE, 7; LGALS7",GALECTIN 7; GAL7,,,,chr19,LGALS7,"Lectin, galactoside-binding, soluble, 7 (galectin 7)",3963.0,ENSG00000205076,,39261611.0,39264132.0
RP11-467N20.5,ENSG00000259455,ENST00000558241,ENSG00000259455,10.45925075,11.77285749,,,,,,,,,,,,,,,23405069.0,23414193.0
ASAH2,ENSG00000188611,ENST00000395526,ENSG00000188611,11.25407562,11.81342887,gene,ENSG00000188611,611202.0,N-ACYLSPHINGOSINE AMIDOHYDROLASE 2; ASAH2,"CERAMIDASE, NONLYSOSOMAL;; NONLYSOSOMAL CERAMIDASE",,,,chr10,ASAH2,N-acylsphingosine amidohydrolase 2,56624.0,ENSG00000188611,,51942538.0,52008370.0
RP11-105C20.2,ENSG00000260240,ENST00000564533,ENSG00000260240,6.079894458,11.84948947,,,,,,,,,,,,,,,59771830.0,59788718.0
DDT,ENSG00000099977,ENST00000398344,ENSG00000099977,8.856963062,11.9253977,gene,ENSG00000099977,602750.0,D-DOPACHROME TAUTOMERASE; DDT,,,,,chr22,DDT,D-dopachrome tautomerase,1652.0,ENSG00000099977,,24313554.0,24316773.0
C4A,ENSG00000244731,ENST00000428956,ENSG00000244731,9.178418432,11.95270845,gene,ENSG00000244731,120810.0,COMPLEMENT COMPONENT 4A; C4A,"COMPLEMENT COMPONENT 4S; C4S;; ACIDIC C4;; C4, RODGERS FORM;; SLP, MOUSE, HOMOLOG OF; SLP",,"C4a deficiency, 614380 (3)","C4A, C4S, C4AD",chr6,"C4A, C4S, C4AD",Complement component-4A,720.0,ENSG00000244731,"[Blood group, Rodgers], 614374 (3); C4a deficiency, 614380 (3), Autosomal recessive",31949801.0,31970458.0
ZNF865,ENSG00000261221,ENST00000568956,ENSG00000261221,5.266913673,11.99736221,,,,,,,,,,,,,,,56116771.0,56128635.0
RP11-342M21.2,ENSG00000259202,ENST00000558463,ENSG00000259202,2.616221435,12.05276129,,,,,,,,,,,,,,,67435072.0,67439277.0
NBPF15,ENSG00000243452,ENST00000442702,ENSG00000243452,4.640513342,12.08735032,gene,ENSG00000266338,610414.0,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 15; NBPF15","MGC8902;; NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 16; NBPF16",,,,chr1,"NBPF15, MGC8902","Neuroblastoma breakpoint family, member 15",284565.0,ENSG00000266338,,148560843.0,148596267.0
TLX1NB,ENSG00000236311,ENST00000445873,ENSG00000236311,1.159703788,12.11929426,gene,ENSG00000236311,612734.0,TLX1 NEIGHBOR; TLX1NB,TLX1 DIVERGENT GENE; TD1,,,,chr10,"TLX1NB, TD1",TLX1 neighbor,100038246.0,ENSG00000236311,,102849078.0,102890883.0
LRRC10B,ENSG00000204950,ENST00000378075,ENSG00000204950,4.983651425,12.14666176,,,,,,,,,,,,,,,61276272.0,61278482.0
MRC1L1,ENSG00000183748,ENST00000331429,ENSG00000183748,12.27535422,12.19250978,,,,,,,,,,,,,,,17851362.0,17953178.0
UPK3BL,ENSG00000267368,ENST00000340457,ENSG00000267368,13.59367118,12.21095107,,,,,,,,,,,,,,,102277472.0,102283238.0
RP11-1118M6.1,ENSG00000255251,ENST00000533250,ENSG00000255251,11.71462498,12.25805784,,,,,,,,,,,,,,,7397150.0,7399972.0
RP11-297M9.1,ENSG00000260362,ENST00000561538,ENSG00000260362,5.180820444,12.31408549,,,,,,,,,,,,,,,9760742.0,9770700.0
RP11-1085N6.3,ENSG00000259133,ENST00000556696,ENSG00000259133,3.025287848,12.40705188,,,,,,,,,,,,,,,57189855.0,57197253.0
C4B,ENSG00000224389,ENST00000435363,ENSG00000224389,7.583300815,12.49559041,gene,ENSG00000224389,120820.0,COMPLEMENT COMPONENT 4B; C4B,"COMPLEMENT COMPONENT 4F; C4F;; BASIC C4;; C4, CHIDO FORM",,"C4B deficiency, 614379 (3)","C4B, C4F, C4BD",chr6,"C4B, C4F, C4BD",Complement component-4B,721.0,ENSG00000224389,"C4B deficiency, 614379 (3)",31982539.0,32003195.0
GAGE1,ENSG00000205777,ENST00000381700,ENSG00000205777,7.357711366,12.51923846,gene,ENSG00000205777,300594.0,G ANTIGEN 1; GAGE1,,,,,chrX,GAGE1,G antigen 1,2543.0,ENSG00000205777,,49363665.0,49370958.0
MTRNR2L7,ENSG00000256892,ENST00000544824,ENSG00000256892,1.18923581,12.51965278,,,,,,,,,,,,,,,37890366.0,37891859.0
IKBKG,ENSG00000073009,ENST00000369609,ENSG00000073009,12.67808673,12.54525027,gene,ENSG00000269335,300248.0,"INHIBITOR OF NUCLEAR FACTOR KAPPA-B KINASE, REGULATORY SUBUNIT GAMMA; IKBKG","INHIBITOR OF KAPPA LIGHT POLYPEPTIDE GENE ENHANCER IN B CELLS, KINASE OF, GAMMA;; NF-KAPPA-B ESSENTIAL MODULATOR; NEMO;; IKK-GAMMA;; FIP3",,"Autoinflammatory disease, systemic, X-linked, 301081 (3)","IKBKG, NEMO, FIP3, IP, EDAID1, IMD33, SAIDX",chrX,"IKBKG, NEMO, FIP3, IP, EDAID1, IMD33, SAIDX","Inhibitor of nuclear factor kappa B kinase, regulatory subunit gamma",8517.0,ENSG00000269335,"Incontinentia pigmenti, 308300 (3), X-linked dominant; Ectodermal dysplasia and immunodeficiency 1, 300291 (3), X-linked recessive; Immunodeficiency 33, 300636 (3), X-linked recessive; Autoinflammatory disease, systemic, X-linked, 301081 (3), X-linked",153770459.0,153793248.0
GOLGA6L4,ENSG00000184206,ENST00000510439,ENSG00000184206,11.0579345,12.54581029,,,,,,,,,,,,,,,84904525.0,84914120.0
OR2T29,ENSG00000182783,ENST00000328570,ENSG00000182783,12.10295012,12.61241713,,,,,,,,,,,,,,,248721784.0,248722797.0
C2CD4D,ENSG00000225556,ENST00000454109,ENSG00000225556,5.215632304,12.62625126,,,,,,,,,,,,,,,151810295.0,151813033.0
AC007421.1,ENSG00000268503,ENST00000593717,ENSG00000268503,29.17287805,12.67108333,,,,,,,,,,,,,,,7517264.0,7517427.0
EIF1AY,ENSG00000198692,ENST00000361365,ENSG00000198692,9.238196292,12.68481374,gene,ENSG00000198692,400014.0,"EUKARYOTIC TRANSLATION INITIATION FACTOR 1A, Y-LINKED; EIF1AY",,,,,chrY,EIF1AY,"Eukaryotic translation initiation factor 1A, Y isoform",9086.0,ENSG00000198692,,22737611.0,22755040.0
PRAMEF20,ENSG00000204478,ENST00000316412,ENSG00000204478,10.76641157,12.68823111,,,,,,,,,,,,,,,13736907.0,13747803.0
DEFB106A,ENSG00000186579,ENST00000335186,ENSG00000186579,8.98759836,12.70900075,,,,,,,,,,,,,,,7682694.0,7686575.0
AMY1C,ENSG00000187733,ENST00000370079,ENSG00000187733,12.62770534,12.71494459,gene,ENSG00000187733,104702.0,"AMYLASE, SALIVARY, C; AMY1C",,,,,chr1,AMY1C,"Amylase, salivary, alpha-1C",278.0,ENSG00000187733,,104293028.0,104301312.0
GOLGA8T,ENSG00000261247,ENST00000569052,ENSG00000261247,10.45490396,12.72644142,,,,,,,,,,,,,,,30427352.0,30437770.0
NKX2-4,ENSG00000125816,ENST00000351817,ENSG00000125816,4.692172569,12.76030012,gene,ENSG00000125816,607808.0,NK2 HOMEOBOX 4; NKX2-4,"NK2, DROSOPHILA, HOMOLOG OF, D; NKX2D;; NKX2.4, MOUSE, HOMOLOG OF",,,,chr20,"NKX2-4, NKX2D",NK2 homeobox 4,644524.0,ENSG00000125816,,21376005.0,21378666.0
GSTT2B,ENSG00000133433,ENST00000290765,ENSG00000133433,12.4993085,12.76607829,,,,,,,,,,,,,,,24299601.0,24303373.0
AC011294.3,ENSG00000233539,ENST00000451905,ENSG00000233539,6.12569508,12.78914231,,,,,,,,,,,,,,,46727477.0,46736720.0
FAM21A,ENSG00000099290,ENST00000282633,ENSG00000099290,10.46151834,12.85239997,,,,,,,,,,,,,,,51827721.0,51892906.0
GOLGA6D,ENSG00000140478,ENST00000434739,ENSG00000140478,12.15792185,12.85943317,,,,,,,,,,,,,,,75575176.0,75586816.0
CCL4L1,ENSG00000205020,ENST00000444414,ENSG00000205020,7.578071986,12.87523969,gene,,603782.0,"CHEMOKINE, CC MOTIF, LIGAND 4-LIKE 1; CCL4L1",CCL4L;; SMALL INDUCIBLE CYTOKINE A4-LIKE; SCYA4L;; LYMPHOCYTE ACTIVATION GENE 1; LAG1;; AT744.2,,,,chr17,"CCL4L, SCYA4L, LAG1","Chemokine, C-C motif, ligand 4-like",388372.0,,,34538310.0,34540048.0
C22orf26,ENSG00000182257,ENST00000396008,ENSG00000182257,5.419512777,12.87695239,,,,,,,,,,,,,,,46445358.0,46450024.0
RP11-487E13.1,ENSG00000249008,ENST00000512516,ENSG00000249008,8.66572472,12.89129856,,,,,,,,,,,,,,,178163693.0,178169927.0
C20orf201,ENSG00000171695,ENST00000308906,ENSG00000171695,12.74040982,12.9116961,,,,,,,,,,,,,,,62714733.0,62715712.0
TCF24,ENSG00000261787,ENST00000563496,ENSG00000261787,2.316520474,12.98157497,,,,,,,,,,,,,,,67858736.0,67874825.0
GSC2,ENSG00000063515,ENST00000086933,ENSG00000063515,8.271029619,13.00239712,gene,ENSG00000063515,601845.0,GOOSECOID HOMEOBOX 2; GSC2,GOOSECOID-LIKE; GSCL,,,,chr22,"GSC2, GSCL",Goosecoid homeobox 2,2928.0,ENSG00000063515,,19136089.0,19137796.0
C21orf119,ENSG00000256073,ENST00000534991,ENSG00000256073,3.765737745,13.04556831,,,,,,,,,,,,,,,33765439.0,33766254.0
SPG20OS,ENSG00000120664,ENST00000379848,ENSG00000120664,4.330249161,13.11613484,,,,,,,,,,,,,,,36920569.0,36942547.0
RP11-127H5.1,ENSG00000253350,ENST00000521923,ENSG00000253350,3.642670603,13.14739377,,,,,,,,,,,,,,,105602961.0,105907945.0
AC008394.1,ENSG00000233828,ENST00000445770,ENSG00000233828,5.90316659,13.24900745,,,,,,,,,,,,,,,86512423.0,86534822.0
AC016586.1,ENSG00000205147,ENST00000535853,ENSG00000205147,2.976798915,13.28217348,,,,,,,,,,,,,,,4041127.0,4043154.0
AC003102.1,ENSG00000214921,ENST00000399246,ENSG00000214921,1.21855751,13.29383796,,,,,,,,,,,,,,,42325758.0,42327236.0
C9orf16,ENSG00000171159,ENST00000372994,ENSG00000171159,6.441807995,13.31271817,,,,,,,,,,,,,,,130922539.0,130926207.0
CCL3L1,ENSG00000205021,ENST00000422211,ENSG00000205021,7.008845253,13.40972182,gene,,601395.0,"CHEMOKINE, CC MOTIF, LIGAND 3-LIKE 1; CCL3L1",LD78-BETA;; MACROPHAGE INFLAMMATORY PROTEIN 1-ALPHA-P;; MIP1-ALPHA-P; MIP1AP;; SMALL INDUCIBLE CYTOKINE A3-LIKE 1; SCYA3L1;; G0S19-2,,"{HIV/AIDS, susceptibility to}, 609423 (3)","CCL3L1, SCYA3L1, LD78",chr17,"CCL3L1, SCYA3L1, LD78","Chemokine, C-C motif, ligand 3-like 1",6349.0,,"{HIV/AIDS, susceptibility to}, 609423 (3)",34623842.0,34625719.0
AC012215.1,ENSG00000233863,ENST00000437887,ENSG00000233863,1.508309701,13.41813961,,,,,,,,,,,,,,,35649365.0,35653384.0
OR4F17,ENSG00000176695,ENST00000585993,ENSG00000176695,13.03049336,13.46944794,,,,,,,,,,,,,,,107471.0,111696.0
ZNF705B,ENSG00000215356,ENST00000443676,ENSG00000215356,12.23162975,13.47456888,,,,,,,,,,,,,,,7801144.0,7812271.0
PGA3,ENSG00000229859,ENST00000325558,ENSG00000229859,17.1014821,13.49926605,,,,,,,,,,,,,,,60970852.0,60980570.0
DEFB105A,ENSG00000186562,ENST00000334773,ENSG00000186562,13.36930459,13.50187722,,,,,,,,,,,,,,,7679488.0,7681411.0
FAM115C,ENSG00000170379,ENST00000444908,ENSG00000170379,8.350307261,13.52962537,,,,,,,,,,,,,,,143318043.0,143422176.0
C10orf85,ENSG00000177234,ENST00000369071,ENSG00000177234,3.032961655,13.5422651,,,,,,,,,,,,,,,122357721.0,122359629.0
OLIG1,ENSG00000184221,ENST00000382348,ENSG00000184221,3.789697932,13.56357151,gene,ENSG00000184221,606385.0,OLIGODENDROCYTE LINEAGE TRANSCRIPTION FACTOR 1; OLIG1,,,,,chr21,OLIG1,Oligodendrocyte lineage transcription factor 1,116448.0,ENSG00000184221,,34442450.0,34444726.0
SAP25,ENSG00000205307,ENST00000538735,ENSG00000205307,10.40374414,13.62413455,gene,ENSG00000205307,619230.0,"SIN3A-ASSOCIATED PROTEIN, 25-KD; SAP25",,,,,chr7,SAP25,"SIN3A-associated protein, 25kD",100316904.0,ENSG00000205307,,100169855.0,100171270.0
AC138647.1,ENSG00000226490,ENST00000427937,ENSG00000226490,11.51939364,13.70042871,,,,,,,,,,,,,,,142524738.0,142528837.0
DMRTA2,ENSG00000142700,ENST00000404795,ENSG00000142700,7.299218981,13.70162061,gene,ENSG00000142700,614804.0,DOUBLESEX- AND MAB3-RELATED TRANSCRIPTION FACTOR A2; DMRTA2,DMRT5,,,,chr1,DMRTA2,Doublesex- and MAB3-related transcription factor A2,63950.0,ENSG00000142700,,50883222.0,50889172.0
PRAMEF6,ENSG00000232423,ENST00000376189,ENSG00000232423,11.30891936,13.83134213,,,,,,,,,,,,,,,12998181.0,13007420.0
AC090616.2,ENSG00000214708,ENST00000398832,ENSG00000214708,8.271613525,13.84770014,,,,,,,,,,,,,,,30468245.0,30470154.0
AC006132.1,ENSG00000267757,ENST00000593161,ENSG00000267757,13.65968254,13.84979844,,,,,,,,,,,,,,,46144949.0,46146098.0
MBD3L3,ENSG00000182315,ENST00000333843,ENSG00000182315,12.50572159,13.97214856,,,,,,,,,,,,,,,7056220.0,7058651.0
MALL,ENSG00000144063,ENST00000272462,ENSG00000144063,9.596587598,13.97266447,gene,ENSG00000144063,602022.0,MAL-LIKE; MALL,BENE PROTEIN; BENE,,,,chr2,"MALL, BENE","mal, T-cell differentiation protein-like",7851.0,ENSG00000144063,,110841447.0,110874143.0
ZNF580,ENSG00000213015,ENST00000543039,ENSG00000213015,7.953932616,14.06477753,gene,ENSG00000213015,617888.0,ZINC FINGER PROTEIN 580; ZNF580,,,,,chr19,ZNF580,Zinc finger protein 580,51157.0,ENSG00000213015,,56153418.0,56154835.0
TIGD1,ENSG00000221944,ENST00000408957,ENSG00000221944,10.52460306,14.08609408,gene,ENSG00000221944,612972.0,TIGGER TRANSPOSABLE ELEMENT-DERIVED GENE 1; TIGD1,,,,,chr2,TIGD1,TIGGER transposable element-derived gene 1,200765.0,ENSG00000221944,,233412779.0,233415226.0
NOMO3,ENSG00000103226,ENST00000399336,ENSG00000103226,12.25971089,14.08752971,gene,ENSG00000103226,609159.0,NODAL MODULATOR 3; NOMO3,"PM5, MIDDLE COPY",,,,chr16,NOMO3,Nodal modulator 3,408050.0,ENSG00000103226,,16326352.0,16388668.0
GTF2H2C,ENSG00000183474,ENST00000510979,ENSG00000183474,12.79621585,14.09070015,,,,,,,,,,,,,,,68856069.0,68889594.0
CCDC179,ENSG00000255359,ENST00000532798,ENSG00000255359,9.491087653,14.09397413,,,,,,,,,,,,,,,22868477.0,22881972.0
IER5L,ENSG00000188483,ENST00000372491,ENSG00000188483,4.687531516,14.1184947,,,,,,,,,,,,,,,131937835.0,131940540.0
TCEB3CL2,ENSG00000266996,ENST00000591973,ENSG00000266996,12.32924184,14.12290671,,,,,,,,,,,,,,,44542731.0,44544607.0
GOLGA8K,ENSG00000249931,ENST00000512626,ENSG00000249931,12.4725362,14.2357306,,,,,,,,,,,,,,,32684983.0,32695396.0
CBWD6,ENSG00000204790,ENST00000377457,ENSG00000204790,11.89723632,14.2946391,,,,,,,,,,,,,,,69204538.0,69262593.0
RP11-542P2.1,ENSG00000205301,ENST00000503109,ENSG00000205301,12.7123257,14.35133624,,,,,,,,,,,,,,,141371110.0,141419376.0
RP11-93B14.6,ENSG00000167046,ENST00000370520,ENSG00000167046,1.924077775,14.42629977,,,,,,,,,,,,,,,61272071.0,61274656.0
PRAMEF7,ENSG00000204510,ENST00000361079,ENSG00000204510,10.03478043,14.42728108,,,,,,,,,,,,,,,12976450.0,12980569.0
CLEC18A,ENSG00000157322,ENST00000288040,ENSG00000157322,12.30342852,14.4347488,gene,ENSG00000157322,616571.0,"C-TYPE LECTIN DOMAIN FAMILY 18, MEMBER A; CLEC18A",,,,,chr16,CLEC18A,"C-type lecting domain family 18, member A",348174.0,ENSG00000157322,,69985083.0,69998141.0
HES6,ENSG00000144485,ENST00000272937,ENSG00000144485,13.21511254,14.45044413,gene,ENSG00000144485,610331.0,HES FAMILY bHLH TRANSCRIPTION FACTOR 6; HES6,"HAIRY/ENHANCER OF SPLIT, DROSOPHILA, HOMOLOG OF, 6",,,,chr2,HES6,Hes family bHLH transcription factor 6,55502.0,ENSG00000144485,,239146908.0,239148765.0
ONECUT3,ENSG00000205922,ENST00000382349,ENSG00000205922,1.733380941,14.48013018,gene,ENSG00000205922,611294.0,ONE CUT HOMEOBOX 3; ONECUT3,"ONE CUT DOMAIN, FAMILY MEMBER 3; OC3",,,,chr19,"ONECUT3, OC3",One cut homeobox 3,390874.0,ENSG00000205922,,1752372.0,1780987.0
NXF2B,ENSG00000185945,ENST00000457521,ENSG00000185945,8.810665525,14.60091727,,,,,,,,,,,,,,,101615316.0,101726732.0
AP003068.23,ENSG00000254614,ENST00000526623,ENSG00000254614,3.711707009,14.6142426,,,,,,,,,,,,,,,64947700.0,64949305.0
GGT2,ENSG00000133475,ENST00000401924,ENSG00000133475,13.44737124,14.71964704,,,,,,,,,,,,,,,21562263.0,21581926.0
KRTAP21-3,ENSG00000231068,ENST00000444335,ENSG00000231068,12.51462609,14.75691954,,,,,,,,,,,,,,,32090843.0,32091095.0
LL22NC03-63E9.3,ENSG00000220891,ENST00000407120,ENSG00000220891,6.425819722,14.81961719,,,,,,,,,,,,,,,22901750.0,22909007.0
AC114546.1,ENSG00000212768,ENST00000391457,ENSG00000212768,2.209171695,14.86302537,,,,,,,,,,,,,,,35270552.0,35272268.0
GOLGA6C,ENSG00000167195,ENST00000300576,ENSG00000167195,14.15745005,14.96518363,,,,,,,,,,,,,,,75550940.0,75562540.0
PRR24,ENSG00000257704,ENST00000552360,ENSG00000257704,8.37729747,14.99403451,,,,,,,,,,,,,,,47778142.0,47778979.0
AGAP7,ENSG00000204169,ENST00000374095,ENSG00000204169,13.68456265,15.00173483,,,,,,,,,,,,,,,51464162.0,51486327.0
NANOS1,ENSG00000188613,ENST00000425699,ENSG00000188613,3.285466479,15.05707206,gene,ENSG00000188613,608226.0,NANOS C2HC-TYPE ZINC FINGER 1; NANOS1,"NANOS, DROSOPHILA, HOMOLOG OF, 1;; NOS1",,"Spermatogenic failure 12, 615413 (3)","NANOS1, NOS1, SPGF12",chr10,"NANOS1, NOS1, SPGF12",NANOS C2HC-type zinc finger 1,340719.0,ENSG00000188613,"Spermatogenic failure 12, 615413 (3), Autosomal dominant",120789228.0,120793854.0
TCF15,ENSG00000125878,ENST00000246080,ENSG00000125878,4.678471152,15.05768072,gene,ENSG00000125878,601010.0,TRANSCRIPTION FACTOR 15; TCF15,PARAXIS;; EC2,,,,chr20,TCF15,Transcription factor-15 (basic helix-loop-helix),6939.0,ENSG00000125878,,584441.0,591042.0
AC112721.1,ENSG00000222022,ENST00000409162,ENSG00000222022,7.26276209,15.06082701,,,,,,,,,,,,,,,238330063.0,238333919.0
GJE1,ENSG00000203733,ENST00000450456,ENSG00000203733,13.01818333,15.13140178,,,,,,,,,,,,,,,142454227.0,142456288.0
MTRNR2L12,ENSG00000269028,ENST00000600213,ENSG00000269028,2.122414118,15.13845833,,,,,,,,,,,,,,,96335981.0,96337000.0
NRGN,ENSG00000154146,ENST00000284292,ENSG00000154146,4.843170199,15.19727845,gene,ENSG00000154146,602350.0,NEUROGRANIN; NRGN,PROTEIN KINASE C SUBSTRATE RC3,,,,chr11,NRGN,Neurogranin,4900.0,ENSG00000154146,,124609742.0,124617106.0
TGFBR3L,ENSG00000260001,ENST00000565886,ENSG00000260001,10.12765905,15.28180433,,,,,,,,,,,,,,,7981030.0,7983982.0
SOX1,ENSG00000182968,ENST00000330949,ENSG00000182968,4.496646628,15.33929197,gene,ENSG00000182968,602148.0,SRY-BOX 1; SOX1,SRY-RELATED HMG-BOX GENE 1,,,,chr13,SOX1,SRY (sex determining region Y)-box 1,6656.0,ENSG00000182968,,112721913.0,112726020.0
FOXQ1,ENSG00000164379,ENST00000296839,ENSG00000164379,8.091928563,15.34027824,gene,ENSG00000164379,612788.0,FORKHEAD BOX Q1; FOXQ1,HFH1,,,,chr6,"FOXQ1, HFH1",Forkhead box Q1,94234.0,ENSG00000164379,,1312675.0,1314992.0
NUTM2B,ENSG00000188199,ENST00000429828,ENSG00000188199,12.64633561,15.34416983,,,,,,,,,,,,,,,81462983.0,81472507.0
ZMYM6NB,ENSG00000243749,ENST00000373337,ENSG00000243749,14.65585824,15.39444731,,,,,,,,,,,,,,,35447136.0,35450954.0
RP11-9B6.1,ENSG00000248511,ENST00000504213,ENSG00000248511,7.526807572,15.4242054,,,,,,,,,,,,,,,93218402.0,93225329.0
SCRT2,ENSG00000215397,ENST00000246104,ENSG00000215397,4.533828837,15.44729679,,,,,,,,,,,,,,,642240.0,656823.0
MTRNR2L8,ENSG00000255823,ENST00000536684,ENSG00000255823,2.241446202,15.46705556,,,,,,,,,,,,,,,10529434.0,10530723.0
FRAT2,ENSG00000181274,ENST00000371019,ENSG00000181274,5.262471007,15.48058498,gene,ENSG00000181274,605006.0,FREQUENTLY REARRANGED IN ADVANCED T-CELL LYMPHOMAS 2; FRAT2,,,,,chr10,FRAT2,Frequently rearranged in advanced T-cell lymphomas 2,23401.0,ENSG00000181274,,99092255.0,99094458.0
